time,derivative
2015-10-19 21:30:00,1469.46
2015-10-19 21:31:00,2013.46
2015-10-19 21:32:00,50.26
2015-10-19 21:33:00,852.02
2015-10-19 21:34:00,1601.6888888888889
2015-10-19 21:35:00,1073.8
2015-10-19 21:36:00,29.74
2015-10-19 21:37:00,32.64
2015-10-19 21:38:00,33.22
2015-10-19 21:39:00,32.236363636363635
2015-10-19 21:40:00,64.14
2015-10-19 21:41:00,78.86
2015-10-19 21:42:00,1860.84
2015-10-19 21:43:00,1100.34
2015-10-19 21:44:00,864.8222222222222
2015-10-19 21:45:00,1403.34
2015-10-19 21:46:00,1657.36
2015-10-19 21:47:00,1366.34
2015-10-19 21:48:00,1385.96
2015-10-19 21:49:00,1555.090909090909
2015-10-19 21:50:00,1410.54
2015-10-19 21:51:00,1538.06
2015-10-19 21:52:00,1453.96
2015-10-19 21:53:00,1590.125
2015-10-19 21:54:00,1449.1
2015-10-19 21:55:00,1363.96
2015-10-19 21:56:00,1605.66
2015-10-19 21:57:00,1431.2
2015-10-19 21:58:00,1228.7636363636364
2015-10-19 21:59:00,487.2
2015-10-19 22:00:00,89
2015-10-19 22:01:00,86.06
2015-10-19 22:02:00,98.68
2015-10-19 22:03:00,97.5
2015-10-19 22:04:00,98.24
2015-10-19 22:05:00,92.14
2015-10-19 22:06:00,95.38
2015-10-19 22:07:00,95.56363636363636
2015-10-19 22:08:00,91.84
2015-10-19 22:09:00,90.7
2015-10-19 22:10:00,89.88
2015-10-19 22:11:00,97.675
2015-10-19 22:12:00,901.78
2015-10-19 22:13:00,1449.84
2015-10-19 22:14:00,1320.46
2015-10-19 22:15:00,1468.4727272727273
2015-10-19 22:16:00,1441.26
2015-10-19 22:17:00,1388.24
2015-10-19 22:18:00,1342.32
2015-10-19 22:19:00,1313.44
2015-10-19 22:20:00,1201.175
2015-10-19 22:21:00,1155.42
2015-10-19 22:22:00,1600.9
2015-10-19 22:23:00,1883.72
2015-10-19 22:24:00,1242.22
2015-10-19 22:25:00,1450.64
2015-10-19 22:26:00,1597.92
2015-10-19 22:27:00,1204.92
2015-10-19 22:28:00,1190.26
2015-10-19 22:29:00,1406.9333333333334
2015-10-19 22:30:00,966.08
2015-10-19 22:31:00,1221.8
2015-10-19 22:32:00,1262.02
2015-10-19 22:33:00,1652.04
2015-10-19 22:34:00,1387.6363636363637
2015-10-19 22:35:00,1113.32
2015-10-19 22:36:00,1227.6
2015-10-19 22:37:00,1332
2015-10-19 22:38:00,1261.56
2015-10-19 22:39:00,1256.6666666666667
2015-10-19 22:40:00,1063.56
2015-10-19 22:41:00,1200.86
2015-10-19 22:42:00,1344.44
2015-10-19 22:43:00,1515.2
2015-10-19 22:44:00,1030.14
2015-10-19 22:45:00,1557.22
2015-10-19 22:46:00,1127.1
2015-10-19 22:47:00,1227.32
2015-10-19 22:48:00,1353.5555555555557
2015-10-19 22:49:00,1212.24
2015-10-19 22:50:00,1392.44
2015-10-19 22:51:00,1618.24
2015-10-19 22:52:00,1239.18
2015-10-19 22:53:00,1373.0545454545454
2015-10-19 22:54:00,1293.1
2015-10-19 22:55:00,1296.68
2015-10-19 22:56:00,1329.7
2015-10-19 22:57:00,1239.86
2015-10-19 22:58:00,1544.3
2015-10-19 22:59:00,1445.38
2015-10-19 23:00:00,1064.98
2015-10-19 23:01:00,1214.84
2015-10-19 23:02:00,1329.5272727272727
2015-10-19 23:03:00,1580.46
2015-10-19 23:04:00,1417.42
2015-10-19 23:05:00,1478.2
2015-10-19 23:06:00,1364.58
2015-10-19 23:07:00,1452.2888888888888
2015-10-19 23:08:00,1075.9
2015-10-19 23:09:00,367.22
2015-10-19 23:10:00,386.36
2015-10-19 23:11:00,1177.84
2015-10-19 23:12:00,1165.6
2015-10-19 23:13:00,1076.46
2015-10-19 23:14:00,1160.38
2015-10-19 23:15:00,898.62
2015-10-19 23:16:00,1297.6444444444444
2015-10-19 23:17:00,981.64
2015-10-19 23:18:00,1319.16
2015-10-19 23:19:00,1515.06
2015-10-19 23:20:00,1368.24
2015-10-19 23:21:00,1128.9636363636364
2015-10-19 23:22:00,1071.4
2015-10-19 23:23:00,1146.18
2015-10-19 23:24:00,1300.84
2015-10-19 23:25:00,1105.76
2015-10-19 23:26:00,1067.475
2015-10-19 23:27:00,999.54
2015-10-19 23:28:00,1487.36
2015-10-19 23:29:00,1467.38
2015-10-19 23:30:00,1326.1090909090908
2015-10-19 23:31:00,1125.54
2015-10-19 23:32:00,1238.62
2015-10-19 23:33:00,1177.78
2015-10-19 23:34:00,1206.3
2015-10-19 23:35:00,1526.888888888889
2015-10-19 23:36:00,31.48
2015-10-19 23:37:00,32.88
2015-10-19 23:38:00,32.58
2015-10-19 23:39:00,32.7
2015-10-19 23:40:00,69.72727272727273
2015-10-19 23:41:00,104.82
2015-10-19 23:42:00,101.42
2015-10-19 23:43:00,106.02
2015-10-19 23:44:00,105.16
2015-10-19 23:45:00,679.0444444444445
2015-10-19 23:46:00,1098.88
2015-10-19 23:47:00,1258.56
2015-10-19 23:48:00,1263.32
2015-10-19 23:49:00,1220.36
2015-10-19 23:50:00,1511.8727272727272
2015-10-19 23:51:00,1141.32
2015-10-19 23:52:00,1207.44
2015-10-19 23:53:00,1258.36
2015-10-19 23:54:00,997.8888888888889
2015-10-19 23:55:00,1270.76
2015-10-19 23:56:00,1437.14
2015-10-19 23:57:00,1249.5
2015-10-19 23:58:00,1299.58
2015-10-19 23:59:00,1579.5636363636363
2015-10-20 00:00:00,1405.8
2015-10-20 00:01:00,1420.02
2015-10-20 00:02:00,1453.34
2015-10-20 00:03:00,1309.92
2015-10-20 00:04:00,1430.3
2015-10-20 00:05:00,1372.54
2015-10-20 00:06:00,785.06
2015-10-20 00:07:00,1243.52
2015-10-20 00:08:00,1387.1090909090908
2015-10-20 00:09:00,1109.12
2015-10-20 00:10:00,1534.78
2015-10-20 00:11:00,1428.2
2015-10-20 00:12:00,1040.08
2015-10-20 00:13:00,1261.85
2015-10-20 00:14:00,1309
2015-10-20 00:15:00,1257.28
2015-10-20 00:16:00,1314.64
2015-10-20 00:17:00,1311.88
2015-10-20 00:18:00,1365.290909090909
2015-10-20 00:19:00,1149.98
2015-10-20 00:20:00,1236.76
2015-10-20 00:21:00,1187.68
2015-10-20 00:22:00,1216.38
2015-10-20 00:23:00,1438.45
2015-10-20 00:24:00,834.48
2015-10-20 00:25:00,1083.1
2015-10-20 00:26:00,1251.9
2015-10-20 00:27:00,1138.22
2015-10-20 00:28:00,1332.68
2015-10-20 00:29:00,1281.88
2015-10-20 00:30:00,1441.32
2015-10-20 00:31:00,1162.7
2015-10-20 00:32:00,944.1555555555556
2015-10-20 00:33:00,1350.02
2015-10-20 00:34:00,1203
2015-10-20 00:35:00,1325.06
2015-10-20 00:36:00,1112.6
2015-10-20 00:37:00,1469.0363636363636
2015-10-20 00:38:00,1408.92
2015-10-20 00:39:00,982.9
2015-10-20 00:40:00,964.38
2015-10-20 00:41:00,1310.86
2015-10-20 00:42:00,1088.2666666666667
2015-10-20 00:43:00,1247.62
2015-10-20 00:44:00,1285.7
2015-10-20 00:45:00,1219.88
2015-10-20 00:46:00,1379.8
2015-10-20 00:47:00,1139.6
2015-10-20 00:48:00,1154.28
2015-10-20 00:49:00,1250.04
2015-10-20 00:50:00,1163.46
2015-10-20 00:51:00,1560.7333333333333
2015-10-20 00:52:00,1237.06
2015-10-20 00:53:00,1168.18
2015-10-20 00:54:00,1121.86
2015-10-20 00:55:00,992.64
2015-10-20 00:56:00,1374.1636363636364
2015-10-20 00:57:00,1359.76
2015-10-20 00:58:00,991.82
2015-10-20 00:59:00,1073.62
2015-10-20 01:00:00,1447.58
2015-10-20 01:01:00,1170.2
2015-10-20 01:02:00,1347.44
2015-10-20 01:03:00,1251.98
2015-10-20 01:04:00,957.88
2015-10-20 01:05:00,1444.509090909091
2015-10-20 01:06:00,1181.34
2015-10-20 01:07:00,989.28
2015-10-20 01:08:00,1569.4
2015-10-20 01:09:00,31.48
2015-10-20 01:10:00,76.77777777777777
2015-10-20 01:11:00,102.76
2015-10-20 01:12:00,93.16
2015-10-20 01:13:00,1238.32
2015-10-20 01:14:00,1367.68
2015-10-20 01:15:00,1338.4
2015-10-20 01:16:00,1417.4
2015-10-20 01:17:00,967.8
2015-10-20 01:18:00,1128.76
2015-10-20 01:19:00,1029.28
2015-10-20 01:20:00,1213.8666666666666
2015-10-20 01:21:00,1374.66
2015-10-20 01:22:00,1316.38
2015-10-20 01:23:00,1052.2
2015-10-20 01:24:00,1375.8363636363636
2015-10-20 01:25:00,1157.32
2015-10-20 01:26:00,1052.24
2015-10-20 01:27:00,1302.64
2015-10-20 01:28:00,1326.84
2015-10-20 01:29:00,1236.7777777777778
2015-10-20 01:30:00,1197.04
2015-10-20 01:31:00,1315.32
2015-10-20 01:32:00,1395.24
2015-10-20 01:33:00,1342.92
2015-10-20 01:34:00,1399.509090909091
2015-10-20 01:35:00,1293.96
2015-10-20 01:36:00,243.7
2015-10-20 01:37:00,31.42
2015-10-20 01:38:00,32.2
2015-10-20 01:39:00,32.4
2015-10-20 01:40:00,68.56
2015-10-20 01:41:00,100.08
2015-10-20 01:42:00,1025.24
2015-10-20 01:43:00,825.0909090909091
2015-10-20 01:44:00,90.38
2015-10-20 01:45:00,1009.28
2015-10-20 01:46:00,1264.54
2015-10-20 01:47:00,1455.72
2015-10-20 01:48:00,1020.0444444444445
2015-10-20 01:49:00,1081.24
2015-10-20 01:50:00,1315.12
2015-10-20 01:51:00,1255.86
2015-10-20 01:52:00,1388.6909090909091
2015-10-20 01:53:00,1185.06
2015-10-20 01:54:00,1431.98
2015-10-20 01:55:00,1169.48
2015-10-20 01:56:00,1507.92
2015-10-20 01:57:00,979.8
2015-10-20 01:58:00,1058.34
2015-10-20 01:59:00,1021.28
2015-10-20 02:00:00,1075.34
2015-10-20 02:01:00,1839.9
2015-10-20 02:02:00,959.4
2015-10-20 02:03:00,1361.08
2015-10-20 02:04:00,1349.66
2015-10-20 02:05:00,1128.82
2015-10-20 02:06:00,1587.85
2015-10-20 02:07:00,883.16
2015-10-20 02:08:00,1179.48
2015-10-20 02:09:00,994.34
2015-10-20 02:10:00,1212.6
2015-10-20 02:11:00,882.5818181818182
2015-10-20 02:12:00,1096.46
2015-10-20 02:13:00,1194.92
2015-10-20 02:14:00,1410.3
2015-10-20 02:15:00,1644
2015-10-20 02:16:00,1762.5333333333333
2015-10-20 02:17:00,1371
2015-10-20 02:18:00,1172.54
2015-10-20 02:19:00,1383.8
2015-10-20 02:20:00,1293.78
2015-10-20 02:21:00,1016.86
2015-10-20 02:22:00,1437.08
2015-10-20 02:23:00,1251
2015-10-20 02:24:00,1278.16
2015-10-20 02:25:00,1315.5777777777778
2015-10-20 02:26:00,1222.32
2015-10-20 02:27:00,1212.4
2015-10-20 02:28:00,1307.56
2015-10-20 02:29:00,1033.74
2015-10-20 02:30:00,1313.490909090909
2015-10-20 02:31:00,1329.18
2015-10-20 02:32:00,1261.76
2015-10-20 02:33:00,1242.44
2015-10-20 02:34:00,1166.42
2015-10-20 02:35:00,1221.4666666666667
2015-10-20 02:36:00,1232.84
2015-10-20 02:37:00,1180.78
2015-10-20 02:38:00,1470.38
2015-10-20 02:39:00,1126.090909090909
2015-10-20 02:40:00,981.8
2015-10-20 02:41:00,1308.74
2015-10-20 02:42:00,1420.44
2015-10-20 02:43:00,391.16
2015-10-20 02:44:00,89.64444444444445
2015-10-20 02:45:00,636.3
2015-10-20 02:46:00,1239.2
2015-10-20 02:47:00,958.7
